0.100000,380.622965
0.200000,285.693879
0.300000,205.838542
0.400000,139.258924
0.500000,84.330092
0.600000,39.586218
0.700000,3.707572
0.800000,-24.491584
0.900000,-46.074238
1.000000,-61.991065
1.100000,-73.090112
1.200000,-80.125781
1.300000,-83.767136
1.400000,-84.605609
1.500000,-83.162106
1.600000,-79.893588
1.700000,-75.199134
1.800000,-69.425531
1.900000,-62.872430
2.000000,-55.797081
2.100000,-48.418685
2.200000,-40.922395
2.300000,-33.462970
2.400000,-26.168135
2.500000,-19.141639
2.600000,-12.466052
2.700000,-6.205314
2.800000,-0.407052
2.900000,4.895321
3.000000,9.680692
3.100000,13.938532
3.200000,17.667335
3.300000,20.873225
3.400000,23.568691
3.500000,25.771471
3.600000,27.503544
3.700000,28.790241
3.800000,29.659452
3.900000,30.140933
4.000000,30.265692
4.100000,30.065457
4.200000,29.572213
4.300000,28.817806
4.400000,27.833597
4.500000,26.650183
4.600000,25.297151
4.700000,23.802888
4.800000,22.194414
4.900000,20.497269
5.000000,18.735412
5.100000,16.931160
5.200000,15.105145
5.300000,13.276291
5.400000,11.461820
5.500000,9.677255
5.600000,7.936460
5.700000,6.251669
5.800000,4.633547
5.900000,3.091236
6.000000,1.632431
6.100000,0.263444
6.200000,-1.010719
6.300000,-2.186282
6.400000,-3.260615
6.500000,-4.232158
6.600000,-5.100338
6.700000,-5.865484
6.800000,-6.528751
6.900000,-7.092040
7.000000,-7.557919
7.100000,-7.929547
7.200000,-8.210605
7.300000,-8.405223
7.400000,-8.517915
7.500000,-8.553515
7.600000,-8.517114
7.700000,-8.414008
7.800000,-8.249640
7.900000,-8.029552
8.000000,-7.759341
8.100000,-7.444610
8.200000,-7.090936
8.300000,-6.703830
8.400000,-6.288705
8.500000,-5.850851
8.600000,-5.395401
8.700000,-4.927320
8.800000,-4.451375
8.900000,-3.972127
9.000000,-3.493914
9.100000,-3.020842
9.200000,-2.556776
9.300000,-2.105336
9.400000,-1.669892
9.500000,-1.253551
9.600000,-0.859136
9.700000,-0.489096
9.800000,-0.145184
9.900000,0.173225
