2	2	1.449395
2	4	0.902178
2	6	0.635110
2	8	0.486261
2	10	0.392860
2	12	0.329168
2	14	0.283078
2	16	0.248228
2	18	0.220975
2	20	0.199089
4	2	0.902178
4	4	0.710954
4	6	0.556518
4	8	0.448154
4	10	0.371927
4	12	0.316558
4	14	0.274937
4	16	0.242684
4	18	0.217037
4	20	0.196195
6	2	0.635110
6	4	0.556518
6	6	0.472517
6	8	0.400675
6	10	0.343421
6	12	0.298420
6	14	0.262802
6	16	0.234216
6	18	0.210916
6	20	0.191639
8	2	0.486261
8	4	0.448154
8	6	0.400675
8	8	0.354019
8	10	0.312668
8	12	0.277574
8	14	0.248229
8	16	0.223724
8	18	0.203157
8	20	0.185762
10	2	0.392860
10	4	0.371927
10	6	0.343421
10	8	0.312668
10	10	0.283080
10	12	0.256250
10	14	0.232627
10	16	0.212099
10	18	0.194334
10	20	0.178945
12	2	0.329168
12	4	0.316558
12	6	0.298420
12	8	0.277574
12	10	0.256250
12	12	0.235839
12	14	0.217037
12	16	0.200084
12	18	0.184966
12	20	0.171551
14	2	0.283078
14	4	0.274937
14	6	0.262802
14	8	0.248229
14	10	0.232627
14	12	0.217037
14	14	0.202117
14	16	0.188214
14	18	0.175468
14	20	0.163892
16	2	0.248228
16	4	0.242684
16	6	0.234216
16	8	0.223724
16	10	0.212099
16	12	0.200084
16	14	0.188214
16	16	0.176834
16	18	0.166139
16	20	0.156214
18	2	0.220975
18	4	0.217037
18	6	0.210916
18	8	0.203157
18	10	0.194334
18	12	0.184966
18	14	0.175468
18	16	0.166139
18	18	0.157175
18	20	0.148693
20	2	0.199089
20	4	0.196195
20	6	0.191639
20	8	0.185762
20	10	0.178945
20	12	0.171551
20	14	0.163892
20	16	0.156214
20	18	0.148693
20	20	0.141451
