0.000000	0.000000	0.000000
0.000000	0.000000	1.000000
0.058005	0.116806	1.991459
0.822986	0.611297	2.404112
0.537992	0.634236	3.362367
-0.417917	0.915647	3.278428
-0.090989	0.332235	4.021898
-0.284655	0.243970	3.044809
0.650069	0.553091	2.869494
1.313588	0.632321	2.125542
1.101154	1.312236	2.827387
0.728761	1.237416	1.902333
0.482030	1.213418	0.933546
0.693702	1.732917	0.105708
0.377943	1.582841	-0.831188
0.473184	1.363787	0.139865
0.508107	1.395908	-0.859008
0.578440	1.076390	-1.803975
0.571956	1.388076	-0.853812
0.526982	1.431180	0.144246
0.171129	0.663427	-0.388600
0.871661	0.690861	-1.101693
1.519411	1.350625	-1.482654
1.641689	0.426094	-1.843611
1.088757	0.437485	-1.010462
0.686380	1.352473	-1.040304
0.144975	1.949376	-1.632408
-0.116101	2.223935	-2.557858
-1.012224	2.660607	-2.637107
-1.500632	1.798323	-2.770986
-1.251719	1.350757	-1.912075
-1.201076	0.933463	-2.819435
-1.040223	0.899339	-1.833047
-0.285585	1.327245	-1.335635
0.384923	1.664981	-0.675065
0.698846	0.874405	-1.200843
-0.202423	0.455924	-1.088646
-1.057667	-0.060883	-1.126973
-0.551198	-0.588876	-1.808672
0.395193	-0.802271	-2.051172
-0.282035	-0.261997	-1.551705
0.120551	0.079093	-0.702245
0.287960	-0.334803	-1.597043
0.404428	-0.414724	-2.587017
0.239455	-0.803894	-1.680744
0.627771	-0.793913	-0.759272
0.628325	-0.792433	0.240727
-0.052491	-0.111268	-0.028537
-0.134491	-0.092812	0.967925
-0.718215	0.128871	0.186821
-0.242861	-0.497224	0.804918
-0.377608	-1.484746	0.723415
-0.222566	-2.210780	1.393368
0.102692	-1.270481	1.493592
-0.030506	-2.247707	1.658780
-0.025938	-2.353930	0.664448
0.650000	-3.083162	0.770881
0.881989	-3.419714	1.683522
0.934906	-3.440337	2.681908
1.200703	-4.258874	2.172645
0.866408	-4.537059	3.073123
0.909830	-4.817890	2.114348
1.767250	-5.130921	2.522812
1.434051	-5.011366	1.587566
0.997652	-4.788378	2.459250
1.976622	-4.594427	2.522498
2.223968	-5.503933	2.188405
1.688278	-5.589196	3.028504
1.575371	-5.297567	2.078659
1.438669	-5.181589	1.094860
1.622529	-5.296040	0.118593
0.768182	-5.474716	0.606616
1.560027	-5.620563	0.013563
1.568147	-6.286326	-0.732556
1.739292	-6.509947	0.226977
2.256819	-6.445327	1.080200
1.978811	-5.518275	1.331769
1.169476	-5.064802	1.705051
0.860786	-4.777997	2.611943
1.662360	-4.671552	3.200287
2.325710	-4.514016	3.931826
1.693881	-4.615857	4.700214
2.433496	-5.288668	4.717412
3.041425	-5.052368	3.959399
2.690334	-5.161106	4.889405
1.843315	-4.925447	5.365876
1.015809	-5.415886	5.092556
1.107269	-5.613684	6.068522
0.287531	-6.101839	6.368081
0.728055	-6.455778	7.193106
0.866219	-5.948185	8.043552
1.058841	-5.649188	8.978163
1.049209	-5.670192	7.978430
0.699916	-6.104585	7.148191
0.632753	-6.961646	7.659010
0.538187	-7.479642	6.808870
-0.017093	-6.797801	6.332680
-0.826625	-6.319070	5.992864
-0.744248	-6.861999	5.157136
-0.015045	-6.651427	5.808229
-0.961364	-6.735431	5.496103
-0.575383	-5.903085	5.098336
-1.308941	-5.677359	5.739382
-1.349497	-6.577239	5.305134
-2.059829	-7.228110	5.573079
-1.491369	-7.966348	5.209957
-1.683491	-7.462017	6.051823
-1.610391	-7.457795	7.049139
-1.458724	-7.466615	6.060747
-1.935118	-7.831816	6.860545
-2.121999	-7.905220	5.880908
-3.039707	-7.536045	5.734205
-3.384751	-6.610717	5.891409
-3.258972	-6.034432	6.698921
-3.219732	-5.883333	7.686660
-2.383058	-6.379418	7.454549
-2.929713	-7.174723	7.716573
-3.698575	-7.640599	8.154535
-2.776889	-7.441558	8.487516
-2.121347	-7.016212	9.111491
-1.241290	-7.458119	9.285325
-1.433827	-7.609271	8.315746
-1.013113	-7.570256	7.409392
-0.546845	-8.260367	6.855911
-0.178218	-8.115337	7.774106
-0.210041	-8.089399	8.773263
0.197705	-8.050707	7.860987
0.376117	-8.204606	6.889142
-0.115074	-8.926503	6.401703
0.083069	-8.795496	7.373082
0.072995	-8.797200	8.373030
-0.274971	-9.302488	7.583344
0.021295	-10.246724	7.439668
0.005534	-9.490070	6.786042
0.469329	-8.941096	7.481399
-0.508600	-8.739132	7.534940
-0.820124	-8.747383	8.485143
-0.390645	-8.720233	7.582474
0.127704	-8.838433	6.735513
0.182922	-8.864579	7.733645
0.374227	-8.818063	8.714073
0.280381	-8.263192	9.540699
-0.302466	-9.058895	9.705462
-0.758110	-9.022042	10.594861
-1.629006	-9.212576	10.141829
-2.337468	-8.656709	10.576676
-2.458795	-9.413554	9.934442
-1.815730	-8.904433	10.506511
-1.831515	-9.180620	9.545537
-2.227936	-9.736049	10.276529
-1.324538	-9.586082	10.678252
-0.884122	-9.467630	9.788306
