0	0.000000
0	1.000000
1	1.995725
2	2.613570
3	3.463698
4	3.429454
5	4.036623
6	3.067802
7	2.993743
8	2.577454
9	3.305846
10	2.383518
11	1.605068
12	1.869598
13	1.827321
14	1.450304
15	1.715992
16	2.178883
17	1.727102
18	1.531925
19	0.787674
20	1.565506
21	2.516160
22	2.505114
23	1.548489
24	1.839167
25	2.546731
26	3.391460
27	3.880433
28	3.628253
29	2.654690
30	3.203615
31	2.291492
32	1.904484
33	1.837401
34	1.641644
35	1.197494
36	1.546750
37	1.980376
38	2.237660
39	1.598742
40	0.716893
41	1.656974
42	2.651078
43	1.878426
44	1.265262
45	1.039563
46	0.126294
47	0.981621
48	0.753222
49	0.976784
50	1.694222
51	2.622701
52	1.963538
53	2.793683
54	2.446047
55	3.243863
56	3.912365
57	4.461233
58	4.929511
59	5.547941
60	5.339506
61	5.984488
62	5.448913
63	5.474649
64	5.601677
65	6.326802
66	6.577327
67	5.904815
68	5.487928
69	5.540280
70	5.561529
71	5.833061
72	6.520247
73	6.742111
74	6.913921
75	6.011710
76	5.470566
77	5.512935
78	5.901582
79	6.422190
80	6.802013
81	7.493056
82	7.103065
83	7.601394
84	7.513352
85	7.503187
86	8.340651
87	8.824260
88	9.692673
89	10.041413
90	10.660295
91	9.844149
92	9.426159
93	10.369442
94	10.128938
95	9.290491
96	8.748050
97	8.616089
98	8.830472
99	8.746279
100	7.821158
101	8.178400
102	8.557199
103	9.356692
104	9.634861
105	9.753994
106	10.387609
107	9.726812
108	10.590047
109	10.078714
110	9.945496
111	9.479811
112	9.587012
113	10.201227
114	10.096843
115	10.936424
116	11.770924
117	11.624363
118	11.693871
119	11.974205
120	11.362592
121	10.641159
122	10.748777
123	11.239537
124	11.935352
125	11.253803
126	10.719949
127	10.985331
128	11.477368
129	12.145109
130	12.004957
131	12.662720
132	11.666698
133	11.667682
134	11.550170
135	12.214211
136	11.562395
137	11.113116
138	11.765351
139	12.402957
140	12.624734
141	13.279723
142	13.936393
143	13.797895
144	13.866090
145	13.905172
146	13.891456
147	13.369948
148	14.330436
149	14.410844
150	13.646561
151	14.327964
152	14.489253
153	13.792004
154	13.318809
155	12.917949
156	13.510523
157	14.188873
158	14.614063
159	14.221920
160	15.059177
161	15.921426
162	16.563202
163	16.938895
164	17.261326
165	16.517993
166	15.649285
167	14.914219
168	15.313644
169	14.560587
170	14.263820
171	15.015353
172	15.211358
173	15.778317
174	14.847654
175	14.326076
176	14.361025
177	13.594389
178	13.448556
179	13.874102
180	12.882983
181	12.356515
182	11.591864
183	10.959298
184	11.654060
185	12.556002
186	11.744640
187	11.106466
188	11.553705
189	11.583638
190	12.323282
191	12.817870
192	12.403795
193	12.672350
194	13.658501
195	13.303790
196	12.901358
197	13.535704
198	14.304107
199	14.853588
200	14.090128
201	13.449183
202	14.198802
203	13.230093
204	12.320676
205	11.553456
206	12.235003
207	12.957969
208	13.327142
209	13.842755
210	14.636138
211	15.222347
212	15.851332
213	15.990936
214	16.626459
215	17.294002
216	16.690059
217	17.367331
218	16.643868
219	16.152426
220	16.829900
221	17.810118
222	18.720228
223	19.053587
224	18.901697
225	18.789500
226	18.624041
227	19.268317
228	19.998523
229	19.500971
230	18.654432
231	18.252193
232	18.815204
233	17.863040
234	17.295530
235	17.756004
236	18.354467
237	17.366931
238	18.023362
239	18.318335
240	17.555291
241	17.261532
242	17.218949
243	18.075051
244	18.033869
245	18.842670
246	18.773889
247	18.147248
248	18.149404
249	17.591622
250	16.723792
251	17.649184
252	17.007175
253	17.721168
254	16.770547
255	17.644431
256	18.386321
257	18.833572
258	18.632961
259	19.050633
260	19.861708
261	19.846018
262	20.800320
263	21.358926
264	21.642213
265	22.469387
266	23.113542
267	22.941009
268	23.793098
269	23.787105
270	22.916260
271	23.765885
272	24.516991
273	25.144017
274	24.681767
275	24.677027
276	24.960623
277	24.471356
278	23.497057
279	23.649640
280	24.357051
281	25.036254
282	24.980373
283	25.878762
284	25.109609
285	26.094033
286	26.718963
287	27.046863
288	27.970179
289	28.620800
290	27.631919
291	27.539894
292	26.623204
293	25.817689
294	26.731165
295	26.890049
296	26.573123
297	27.143219
298	27.276091
299	27.748427
300	27.880788
301	27.538698
302	26.680001
303	27.512618
304	28.300102
305	27.849480
306	28.800357
307	29.595157
308	28.645722
309	28.660784
310	29.578272
311	29.058145
312	28.639934
313	29.530527
314	28.671907
315	29.490381
316	28.595930
317	28.282776
318	28.464438
319	29.102346
320	28.823647
321	28.894034
322	28.356707
323	27.409572
324	28.023320
325	28.830473
326	28.961657
327	28.606487
328	29.210570
329	29.424123
330	30.329468
331	31.020528
332	30.033198
333	30.730275
334	31.579294
335	31.719900
336	32.215534
337	31.788591
338	31.137645
339	31.660657
340	30.825691
341	29.899264
342	30.766257
343	31.757367
344	32.644646
345	32.125005
346	32.333158
347	31.905676
348	32.786642
349	32.286094
350	31.999125
351	31.339979
352	32.249475
353	32.046793
354	31.276494
355	30.284556
356	30.963252
357	31.651333
358	32.084877
359	31.888131
360	31.022579
361	30.615445
362	29.989929
363	29.022340
364	28.865856
365	29.254440
366	29.385198
367	28.955892
368	28.172306
369	28.969992
370	29.216040
371	29.178063
372	29.323210
373	29.530316
374	30.199600
375	29.572602
376	28.591853
377	29.445989
378	28.506116
379	27.557155
380	28.334011
381	28.240389
382	28.680045
383	29.579243
384	29.634677
385	29.209389
386	29.292847
387	30.107094
388	30.755705
389	31.608539
390	30.614293
391	31.079683
392	30.196886
393	30.271955
394	31.150470
395	30.339963
396	31.178882
397	30.311363
398	31.304540
399	31.483411
400	31.398075
401	31.671980
402	32.488163
403	31.651277
404	30.774351
405	31.560910
406	32.374818
407	31.465474
408	30.554887
409	31.355474
